Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-22T00:00+02:00;2022-05-23T00:00+02:00;2022-05-22;1;116;100,0;24;24;0;116;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-22T00:00+02:00;2022-05-23T00:00+02:00;2022-05-22;2;120;100,0;24;24;0;120;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-22T00:00+02:00;2022-05-23T00:00+02:00;2022-05-22;Totalt i retning Bergli/Hamna;120;100,0;24;24;0;120;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-22T00:00+02:00;2022-05-23T00:00+02:00;2022-05-22;Totalt i retning X Ørnevegen/Ringvegen;116;100,0;24;24;0;116;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-22T00:00+02:00;2022-05-23T00:00+02:00;2022-05-22;Totalt;236;100,0;24;24;0;236;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-23T00:00+02:00;2022-05-24T00:00+02:00;2022-05-23;1;186;100,0;24;24;0;186;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-23T00:00+02:00;2022-05-24T00:00+02:00;2022-05-23;2;165;100,0;24;24;0;165;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-23T00:00+02:00;2022-05-24T00:00+02:00;2022-05-23;Totalt i retning Bergli/Hamna;165;100,0;24;24;0;165;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-23T00:00+02:00;2022-05-24T00:00+02:00;2022-05-23;Totalt i retning X Ørnevegen/Ringvegen;186;100,0;24;24;0;186;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-23T00:00+02:00;2022-05-24T00:00+02:00;2022-05-23;Totalt;351;100,0;24;24;0;351;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-24T00:00+02:00;2022-05-25T00:00+02:00;2022-05-24;1;175;100,0;24;24;0;175;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-24T00:00+02:00;2022-05-25T00:00+02:00;2022-05-24;2;165;100,0;24;24;0;165;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-24T00:00+02:00;2022-05-25T00:00+02:00;2022-05-24;Totalt i retning Bergli/Hamna;165;100,0;24;24;0;165;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-24T00:00+02:00;2022-05-25T00:00+02:00;2022-05-24;Totalt i retning X Ørnevegen/Ringvegen;175;100,0;24;24;0;175;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-24T00:00+02:00;2022-05-25T00:00+02:00;2022-05-24;Totalt;340;100,0;24;24;0;340;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-25T00:00+02:00;2022-05-26T00:00+02:00;2022-05-25;1;142;100,0;24;24;0;142;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-25T00:00+02:00;2022-05-26T00:00+02:00;2022-05-25;2;153;100,0;24;24;0;153;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-25T00:00+02:00;2022-05-26T00:00+02:00;2022-05-25;Totalt i retning Bergli/Hamna;153;100,0;24;24;0;153;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-25T00:00+02:00;2022-05-26T00:00+02:00;2022-05-25;Totalt i retning X Ørnevegen/Ringvegen;142;100,0;24;24;0;142;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-25T00:00+02:00;2022-05-26T00:00+02:00;2022-05-25;Totalt;295;100,0;24;24;0;295;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-26T00:00+02:00;2022-05-27T00:00+02:00;2022-05-26;1;130;100,0;24;24;0;130;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-26T00:00+02:00;2022-05-27T00:00+02:00;2022-05-26;2;140;100,0;24;24;0;140;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-26T00:00+02:00;2022-05-27T00:00+02:00;2022-05-26;Totalt i retning Bergli/Hamna;140;100,0;24;24;0;140;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-26T00:00+02:00;2022-05-27T00:00+02:00;2022-05-26;Totalt i retning X Ørnevegen/Ringvegen;130;100,0;24;24;0;130;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-26T00:00+02:00;2022-05-27T00:00+02:00;2022-05-26;Totalt;270;100,0;24;24;0;270;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-27T00:00+02:00;2022-05-28T00:00+02:00;2022-05-27;1;74;100,0;24;24;0;74;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-27T00:00+02:00;2022-05-28T00:00+02:00;2022-05-27;2;71;100,0;24;24;0;71;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-27T00:00+02:00;2022-05-28T00:00+02:00;2022-05-27;Totalt i retning Bergli/Hamna;71;100,0;24;24;0;71;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-27T00:00+02:00;2022-05-28T00:00+02:00;2022-05-27;Totalt i retning X Ørnevegen/Ringvegen;74;100,0;24;24;0;74;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-27T00:00+02:00;2022-05-28T00:00+02:00;2022-05-27;Totalt;145;100,0;24;24;0;145;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-28T00:00+02:00;2022-05-29T00:00+02:00;2022-05-28;1;66;100,0;24;24;0;66;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-28T00:00+02:00;2022-05-29T00:00+02:00;2022-05-28;2;53;100,0;24;24;0;53;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-28T00:00+02:00;2022-05-29T00:00+02:00;2022-05-28;Totalt i retning Bergli/Hamna;53;100,0;24;24;0;53;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-28T00:00+02:00;2022-05-29T00:00+02:00;2022-05-28;Totalt i retning X Ørnevegen/Ringvegen;66;100,0;24;24;0;66;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-28T00:00+02:00;2022-05-29T00:00+02:00;2022-05-28;Totalt;119;100,0;24;24;0;119;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-29T00:00+02:00;2022-05-30T00:00+02:00;2022-05-29;1;121;100,0;24;24;0;121;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-29T00:00+02:00;2022-05-30T00:00+02:00;2022-05-29;2;97;100,0;24;24;0;97;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-29T00:00+02:00;2022-05-30T00:00+02:00;2022-05-29;Totalt i retning Bergli/Hamna;97;100,0;24;24;0;97;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-29T00:00+02:00;2022-05-30T00:00+02:00;2022-05-29;Totalt i retning X Ørnevegen/Ringvegen;121;100,0;24;24;0;121;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-29T00:00+02:00;2022-05-30T00:00+02:00;2022-05-29;Totalt;218;100,0;24;24;0;218;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-30T00:00+02:00;2022-05-31T00:00+02:00;2022-05-30;1;168;100,0;24;24;0;168;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-30T00:00+02:00;2022-05-31T00:00+02:00;2022-05-30;2;190;100,0;24;24;0;190;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-30T00:00+02:00;2022-05-31T00:00+02:00;2022-05-30;Totalt i retning Bergli/Hamna;190;100,0;24;24;0;190;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-30T00:00+02:00;2022-05-31T00:00+02:00;2022-05-30;Totalt i retning X Ørnevegen/Ringvegen;168;100,0;24;24;0;168;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-30T00:00+02:00;2022-05-31T00:00+02:00;2022-05-30;Totalt;358;100,0;24;24;0;358;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-31T00:00+02:00;2022-06-01T00:00+02:00;2022-05-31;1;187;100,0;24;24;0;187;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-31T00:00+02:00;2022-06-01T00:00+02:00;2022-05-31;2;206;100,0;24;24;0;206;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-31T00:00+02:00;2022-06-01T00:00+02:00;2022-05-31;Totalt i retning Bergli/Hamna;206;100,0;24;24;0;206;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-31T00:00+02:00;2022-06-01T00:00+02:00;2022-05-31;Totalt i retning X Ørnevegen/Ringvegen;187;100,0;24;24;0;187;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-05-31T00:00+02:00;2022-06-01T00:00+02:00;2022-05-31;Totalt;393;100,0;24;24;0;393;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-01T00:00+02:00;2022-06-02T00:00+02:00;2022-06-01;1;195;100,0;24;24;0;195;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-01T00:00+02:00;2022-06-02T00:00+02:00;2022-06-01;2;200;100,0;24;24;0;200;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-01T00:00+02:00;2022-06-02T00:00+02:00;2022-06-01;Totalt i retning Bergli/Hamna;200;100,0;24;24;0;200;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-01T00:00+02:00;2022-06-02T00:00+02:00;2022-06-01;Totalt i retning X Ørnevegen/Ringvegen;195;100,0;24;24;0;195;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-01T00:00+02:00;2022-06-02T00:00+02:00;2022-06-01;Totalt;395;100,0;24;24;0;395;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-02T00:00+02:00;2022-06-03T00:00+02:00;2022-06-02;1;158;100,0;24;24;0;158;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-02T00:00+02:00;2022-06-03T00:00+02:00;2022-06-02;2;158;100,0;24;24;0;158;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-02T00:00+02:00;2022-06-03T00:00+02:00;2022-06-02;Totalt i retning Bergli/Hamna;158;100,0;24;24;0;158;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-02T00:00+02:00;2022-06-03T00:00+02:00;2022-06-02;Totalt i retning X Ørnevegen/Ringvegen;158;100,0;24;24;0;158;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-02T00:00+02:00;2022-06-03T00:00+02:00;2022-06-02;Totalt;316;100,0;24;24;0;316;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-03T00:00+02:00;2022-06-04T00:00+02:00;2022-06-03;1;143;100,0;24;24;0;143;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-03T00:00+02:00;2022-06-04T00:00+02:00;2022-06-03;2;156;100,0;24;24;0;156;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-03T00:00+02:00;2022-06-04T00:00+02:00;2022-06-03;Totalt i retning Bergli/Hamna;156;100,0;24;24;0;156;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-03T00:00+02:00;2022-06-04T00:00+02:00;2022-06-03;Totalt i retning X Ørnevegen/Ringvegen;143;100,0;24;24;0;143;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-03T00:00+02:00;2022-06-04T00:00+02:00;2022-06-03;Totalt;299;100,0;24;24;0;299;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-04T00:00+02:00;2022-06-05T00:00+02:00;2022-06-04;1;43;100,0;24;24;0;43;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-04T00:00+02:00;2022-06-05T00:00+02:00;2022-06-04;2;47;100,0;24;24;0;47;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-04T00:00+02:00;2022-06-05T00:00+02:00;2022-06-04;Totalt i retning Bergli/Hamna;47;100,0;24;24;0;47;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-04T00:00+02:00;2022-06-05T00:00+02:00;2022-06-04;Totalt i retning X Ørnevegen/Ringvegen;43;100,0;24;24;0;43;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-04T00:00+02:00;2022-06-05T00:00+02:00;2022-06-04;Totalt;90;100,0;24;24;0;90;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-05T00:00+02:00;2022-06-06T00:00+02:00;2022-06-05;1;29;100,0;24;24;0;29;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-05T00:00+02:00;2022-06-06T00:00+02:00;2022-06-05;2;60;100,0;24;24;0;60;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-05T00:00+02:00;2022-06-06T00:00+02:00;2022-06-05;Totalt i retning Bergli/Hamna;60;100,0;24;24;0;60;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-05T00:00+02:00;2022-06-06T00:00+02:00;2022-06-05;Totalt i retning X Ørnevegen/Ringvegen;29;100,0;24;24;0;29;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-05T00:00+02:00;2022-06-06T00:00+02:00;2022-06-05;Totalt;89;100,0;24;24;0;89;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-06T00:00+02:00;2022-06-07T00:00+02:00;2022-06-06;1;90;100,0;24;24;0;90;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-06T00:00+02:00;2022-06-07T00:00+02:00;2022-06-06;2;100;100,0;24;24;0;100;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-06T00:00+02:00;2022-06-07T00:00+02:00;2022-06-06;Totalt i retning Bergli/Hamna;100;100,0;24;24;0;100;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-06T00:00+02:00;2022-06-07T00:00+02:00;2022-06-06;Totalt i retning X Ørnevegen/Ringvegen;90;100,0;24;24;0;90;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-06T00:00+02:00;2022-06-07T00:00+02:00;2022-06-06;Totalt;190;100,0;24;24;0;190;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-07T00:00+02:00;2022-06-08T00:00+02:00;2022-06-07;1;82;100,0;24;24;0;82;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-07T00:00+02:00;2022-06-08T00:00+02:00;2022-06-07;2;88;100,0;24;24;0;88;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-07T00:00+02:00;2022-06-08T00:00+02:00;2022-06-07;Totalt i retning Bergli/Hamna;88;100,0;24;24;0;88;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-07T00:00+02:00;2022-06-08T00:00+02:00;2022-06-07;Totalt i retning X Ørnevegen/Ringvegen;82;100,0;24;24;0;82;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-07T00:00+02:00;2022-06-08T00:00+02:00;2022-06-07;Totalt;170;100,0;24;24;0;170;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-08T00:00+02:00;2022-06-09T00:00+02:00;2022-06-08;1;72;100,0;24;24;0;72;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-08T00:00+02:00;2022-06-09T00:00+02:00;2022-06-08;2;73;100,0;24;24;0;73;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-08T00:00+02:00;2022-06-09T00:00+02:00;2022-06-08;Totalt i retning Bergli/Hamna;73;100,0;24;24;0;73;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-08T00:00+02:00;2022-06-09T00:00+02:00;2022-06-08;Totalt i retning X Ørnevegen/Ringvegen;72;100,0;24;24;0;72;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-08T00:00+02:00;2022-06-09T00:00+02:00;2022-06-08;Totalt;145;100,0;24;24;0;145;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-09T00:00+02:00;2022-06-10T00:00+02:00;2022-06-09;1;96;100,0;24;24;0;96;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-09T00:00+02:00;2022-06-10T00:00+02:00;2022-06-09;2;103;100,0;24;24;0;103;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-09T00:00+02:00;2022-06-10T00:00+02:00;2022-06-09;Totalt i retning Bergli/Hamna;103;100,0;24;24;0;103;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-09T00:00+02:00;2022-06-10T00:00+02:00;2022-06-09;Totalt i retning X Ørnevegen/Ringvegen;96;100,0;24;24;0;96;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-09T00:00+02:00;2022-06-10T00:00+02:00;2022-06-09;Totalt;199;100,0;24;24;0;199;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-10T00:00+02:00;2022-06-11T00:00+02:00;2022-06-10;1;100;100,0;24;24;0;100;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-10T00:00+02:00;2022-06-11T00:00+02:00;2022-06-10;2;90;100,0;24;24;0;90;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-10T00:00+02:00;2022-06-11T00:00+02:00;2022-06-10;Totalt i retning Bergli/Hamna;90;100,0;24;24;0;90;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-10T00:00+02:00;2022-06-11T00:00+02:00;2022-06-10;Totalt i retning X Ørnevegen/Ringvegen;100;100,0;24;24;0;100;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-10T00:00+02:00;2022-06-11T00:00+02:00;2022-06-10;Totalt;190;100,0;24;24;0;190;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-11T00:00+02:00;2022-06-12T00:00+02:00;2022-06-11;1;66;100,0;24;24;0;66;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-11T00:00+02:00;2022-06-12T00:00+02:00;2022-06-11;2;57;100,0;24;24;0;57;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-11T00:00+02:00;2022-06-12T00:00+02:00;2022-06-11;Totalt i retning Bergli/Hamna;57;100,0;24;24;0;57;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-11T00:00+02:00;2022-06-12T00:00+02:00;2022-06-11;Totalt i retning X Ørnevegen/Ringvegen;66;100,0;24;24;0;66;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-11T00:00+02:00;2022-06-12T00:00+02:00;2022-06-11;Totalt;123;100,0;24;24;0;123;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-12T00:00+02:00;2022-06-13T00:00+02:00;2022-06-12;1;91;100,0;24;24;0;91;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-12T00:00+02:00;2022-06-13T00:00+02:00;2022-06-12;2;85;100,0;24;24;0;85;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-12T00:00+02:00;2022-06-13T00:00+02:00;2022-06-12;Totalt i retning Bergli/Hamna;85;100,0;24;24;0;85;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-12T00:00+02:00;2022-06-13T00:00+02:00;2022-06-12;Totalt i retning X Ørnevegen/Ringvegen;91;100,0;24;24;0;91;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-12T00:00+02:00;2022-06-13T00:00+02:00;2022-06-12;Totalt;176;100,0;24;24;0;176;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-13T00:00+02:00;2022-06-14T00:00+02:00;2022-06-13;1;126;100,0;24;24;0;126;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-13T00:00+02:00;2022-06-14T00:00+02:00;2022-06-13;2;115;100,0;24;24;0;115;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-13T00:00+02:00;2022-06-14T00:00+02:00;2022-06-13;Totalt i retning Bergli/Hamna;115;100,0;24;24;0;115;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-13T00:00+02:00;2022-06-14T00:00+02:00;2022-06-13;Totalt i retning X Ørnevegen/Ringvegen;126;100,0;24;24;0;126;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-13T00:00+02:00;2022-06-14T00:00+02:00;2022-06-13;Totalt;241;100,0;24;24;0;241;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-14T00:00+02:00;2022-06-15T00:00+02:00;2022-06-14;1;144;100,0;24;24;0;144;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-14T00:00+02:00;2022-06-15T00:00+02:00;2022-06-14;2;131;100,0;24;24;0;131;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-14T00:00+02:00;2022-06-15T00:00+02:00;2022-06-14;Totalt i retning Bergli/Hamna;131;100,0;24;24;0;131;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-14T00:00+02:00;2022-06-15T00:00+02:00;2022-06-14;Totalt i retning X Ørnevegen/Ringvegen;144;100,0;24;24;0;144;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-14T00:00+02:00;2022-06-15T00:00+02:00;2022-06-14;Totalt;275;100,0;24;24;0;275;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-15T00:00+02:00;2022-06-16T00:00+02:00;2022-06-15;1;113;100,0;24;24;0;113;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-15T00:00+02:00;2022-06-16T00:00+02:00;2022-06-15;2;109;100,0;24;24;0;109;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-15T00:00+02:00;2022-06-16T00:00+02:00;2022-06-15;Totalt i retning Bergli/Hamna;109;100,0;24;24;0;109;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-15T00:00+02:00;2022-06-16T00:00+02:00;2022-06-15;Totalt i retning X Ørnevegen/Ringvegen;113;100,0;24;24;0;113;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-15T00:00+02:00;2022-06-16T00:00+02:00;2022-06-15;Totalt;222;100,0;24;24;0;222;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-16T00:00+02:00;2022-06-17T00:00+02:00;2022-06-16;1;123;100,0;24;24;0;123;0,00;-;-;-;-;-;-;-;-
77458B2378328;Ringvegen;KV30790 S2D1 m4402;2022-06-16T00:00+02:00;2022-06-17T00:00+02:00;2022-06-16;2;131;100,0;24;24;0;131;0,00;-;-;-;-;-;-;-;-
